Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
super-mario-3d-world-+-bowsers-fury,85.0,,95.0,95.0,90.0,100.0,85.0,,,100,,90.0,90.0,90.0,80.0,80.0,100.0,,95.0,90,100.0,90.0,95,90.0,,100.0,,80.0,100.0,,90,80.0,98.0,90.0,,,,,90,100,80.0,90,80,,,93,90,90.0,,90.0,85.0,,80,93,...,90.0,,100,...,,90,90,100,70,90,90,,90.0,100,,78,95.0,91,80.0,95,88.0,93,91,,90.0,,90.0,90,,90.0,80,70.0,92,90.0,87.0,,86,,,90.0,,,,88,90,90.0,80.0,90,,90,,,80.0,90.0,...,...,,...,,...,...,,,,,,,,86.0,98.0,85.0,87.0,,92.0,,,90.0,90.0,,,,100,,,,100.0,90.0,90.0,,100.0,91.0,,100,,,90,90.0,80,,100,90,,90.0,,,,,90,90,,,90,,83.0,90,100.0,90.0,,90.0,,90.0,90.0,90,90,91.0,90,,,90.0,80,,,,,,,,,90.0,90.0,90.0,,,80.0,,90.0,90.0,90.0,80.0,75,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
xenoblade-chronicles-3,,,90.0,80.0,,100.0,90.0,100.0,,100,70.0,90.0,,90.0,90.0,,86.0,60.0,,90,,95.0,95,,,100.0,100.0,,,,,100.0,98.0,90.0,80,,,,80,,80.0,,,,,91,94,,,,95.0,,,73,...,,100.0,100,...,,90,80,90,80,90,80,,100.0,95,80.0,,90.0,100,85.0,94,,93,92,,100.0,96,91.0,90,,85.0,,90.0,95,86.0,,,86,,,80.0,,,,95,90,80.0,90.0,90,80.0,90,83.0,,70.0,50.0,,...,,,,...,,,80.0,,,,,,95.0,,92.0,89.0,,91.0,,,95.0,80.0,,,,,90.0,90.0,90.0,,95.0,90.0,95.0,90.0,,,100,,90.0,100,100.0,100,,100,80,,70.0,85,,,,100,90,90.0,86.0,80,90.0,90.0,90,80.0,86.0,,90.0,90.0,90.0,100.0,90,,91.0,,,90.0,,80,,,,94.0,,,,,95.0,,80.0,92,,,,,90.0,93.0,100.0,,,,100.0,100.0,100.0,95.0,90.0,90.0,90.0,90.0,90.0,...,,,,,,,,,,,,,,,,
fire-emblem-three-houses,,,100.0,,90.0,95.0,95.0,100.0,,90,80.0,100.0,,90.0,80.0,90.0,90.0,,95.0,90,,90.0,90,90.0,,90.0,100.0,80.0,100.0,,,90.0,95.0,,95,,96.0,,90,92,88.0,100,,,,89,90,90.0,90,,95.0,,80,95,...,100.0,80.0,90,90,80.0,85,90,85,95,70,90,,90.0,95,90.0,98,93.0,90,90.0,90,85.0,95,94,,100.0,95,92.0,80,,85.0,,75.0,98,88.0,86.0,90.0,81,,90.0,90.0,,70.0,,88,90,90.0,85.0,90,90.0,80,71.0,,90.0,90.0,,...,,...,...,...,...,,90.0,,95.0,,100.0,,81.0,,,,,90.0,,,90.0,,...,,,100,,,,,,,,95.0,,,90,,,93,,,,80,,,,,,,,90,,,,80,,,90,,,,,,90.0,,,,,,,,,60,,,,90.0,,,,,,,83.0,,,,,,,,,,,,95.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,
nier-automata---the-end-of-yorha-edition,,,80.0,,,,,,,,,90.0,90.0,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,80.0,95.0,,,,,,,90,...,,,90,90,,,,,,,,,,,,85,,87,80,,,90,,100,,,,95.0,90,,,,86,,,80.0,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,86.0,,95.0,90.0,95.0,,,,,,,95,,90,,,,,,,,,,90,,,,85,,97.0,,,,,,90.0,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,95,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,
okami-hd,,,,,,95.0,,,,80,,,,,,100.0,,70.0,,,,85.0,,,90.0,100.0,,,,,,90.0,,,,,,,90,,89.0,,,,80.0,80,,,,,,,,,,100.0,,90,,80.0,,,85,,80,,,,,,,,,,,85.0,89,88,,90.0,,,90,,,,,,90.0,,,,,,,,,,88,,,,...,90.0,,,,,,,,,,,,,,,90.0,,,100.0,,,,,,,,,,90.0,,,,,,,,,,,,,,91.0,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atari-50-the-anniversary-celebration,,,,,,,95.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,90,,,,80,,,,,80,90,80,,,,,,,,,,,,,,,,,,95,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,90.0,,90.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,75.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deaths-door,,,,,,90.0,,,,90,,,,,,,82.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,80,,90.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,90.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-short-hike,95.0,,,,,90.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,80,,,,,,,,,,,100,,,,90,,,80,,,,,,,,,,,,,,,90.0,,88.0,95,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,90.0,83.0,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-white,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,90,,,,,100.0,100,,,,,,90,,,90,,,,,,,,,,,,,,95,,,,,,,,80,,,,,89,,,,,,,,,,,95,,,,,,80,,,80.0,80.0,,,,,,,,,,,,,91.0,,,,,,,88.0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,90.0,90.0,,,,,,,,,,80.0,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,
dusk,,,85.0,,,90.0,,,,,,,,,,,,,85.0,,,90.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,80,,,,,90,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,100.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyper-light-drifter,,,,,,95.0,,,,,,,,,,,,,85.0,,,,90,,90.0,,,,,,,90.0,,,,,,,90,,,,,,,,,,,,,,,,,,,90,90,,,,80,,,,,,,,,,,,,,80,90,,90.0,,,90,,,,,,,,,87,,100.0,,,,,90,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,83.0,,90,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,90.0,,,90,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuphead-in-the-delicious-last-course,,,,,,95.0,,,,,,,,,,95.0,,,,90,,,,,,,,,,,,100.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,85,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,87.0,,,,,80.0,,,80,,,90,,90,,,,,80.0,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-sentinels-aegis-rim,,,,,,,,90.0,,,,,90.0,,,75.0,,,,,,,,,,100.0,,,,,,70.0,,,,,,,,,88.0,,,,,,,,,,90.0,,,,...,,100.0,90,...,,,,,,,,,,...,,,,,85.0,,,,90,,,92,,85,,,,85.0,95,,,,,,,,,,,90,,,,,,,82.0,,,,,,,,,...,,,,,,,,,,,,,,,,,85.0,,,,,,90.0,,90.0,,,90.0,95.0,,,,90,,,90,,90,85.0,,,,,,,,,90,,,,,,,,,,,,,80.0,80.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,,,,,,,,,,,,,,,,,
what-remains-of-edith-finch,,,,,,,,,,,,,,,,,,,100.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,80,,,,,,,,,,,,,,,90.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fez,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,90,,90.0,,,90,,,,,95,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,90.0,80,90.0,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metroid-dread,,,95.0,,90.0,90.0,95.0,,100.0,80,,90.0,,80.0,90.0,100.0,94.0,,90.0,100,,70.0,90,,80.0,70.0,,80.0,,,80,90.0,96.0,90.0,,,,,100,100,88.0,,80,,,90,90,90.0,,,90.0,,60,90,...,70.0,,100,...,,90,80,90,90,90,90,,80.0,85,80.0,,,88,90.0,93,90.0,90,90,,100.0,,91.0,100,,85.0,100,90.0,91,85.0,86.0,,,,,90.0,,90.0,80,78,90,90.0,95.0,90,50.0,90,83.0,,90.0,80.0,...,...,,...,,...,...,,,,,,,,100.0,,90.0,80.0,,89.0,,,90.0,90.0,...,,,80,,,,70.0,85.0,95.0,,95.0,91.0,,90,100.0,90.0,95,100.0,80,,100,100,,90.0,90,,,,100,90,90.0,,85,90.0,80.0,95,90.0,85.0,,100.0,90.0,90.0,90.0,85,90,91.0,,,90.0,80.0,,,,,89.0,,,,,85.0,,85.0,,...,80.0,,90.0,90.0,92.0,80.0,70,,70.0,,,,,,,,90.0,95.0,,,75.0,,,,,,,,,,,,,,
super-mario-maker-2,,,90.0,,90.0,100.0,,,,90,85.0,90.0,,100.0,,85.0,90.0,,90.0,90,,80.0,95,85.0,,90.0,80.0,80.0,90.0,,,90.0,95.0,,85,,90.0,,80,95,90.0,80,,,,88,85,90.0,90,90.0,90.0,,,88,...,90.0,,100,95,90.0,90,80,90,95,80,95,,90.0,70,80.0,85,90.0,95,87.0,93,85.0,89,86,,90.0,,90.0,85,,85.0,80,90.0,92,86.0,86.0,90.0,84,,80.0,90.0,,,,88,90,80.0,,80,100.0,90,70.0,,80.0,90.0,...,...,,...,...,...,...,,,,95.0,,,,,,82.0,90.0,,84.0,90.0,,85.0,90.0,,,,...,,,,,,,,75.0,100.0,,90,,,90,,,,100,,,,,,,,80,,,,85,,,90,,,,,,85.0,,,,,,95.0,,,100,90.0,,,92.0,,,,,,,95.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
monster-hunter-rise,80.0,,90.0,90.0,90.0,90.0,85.0,90.0,,100,,90.0,,70.0,90.0,100.0,90.0,85.0,90.0,90,,95.0,90,90.0,,90.0,,80.0,,,,90.0,90.0,,,,,,,80,95.0,80,,,,88,90,85.0,,90.0,90.0,,80,78,...,80.0,80.0,90,...,,90,90,95,80,90,80,,90.0,90,90.0,,90.0,86,85.0,92,85.0,95,90,,100.0,90,80.0,90,,85.0,,95.0,92,82.0,76.0,,87,,,90.0,,,80,95,90,90.0,90.0,90,80.0,80,71.0,,90.0,,...,...,,...,...,...,,,100.0,,,,91.0,,90.0,,89.0,,,,,,90.0,90.0,,...,,80,,,,100.0,,90.0,85.0,,91.0,,90,,,85,90.0,90,,,80,,90.0,,,,,100,70,90.0,,90,90.0,84.0,90,100.0,87.0,,90.0,,90.0,90.0,95,100,91.0,95,,90.0,80.0,,,,,,,,,95.0,90.0,80.0,85.0,85,,,,90.0,90.0,90.0,80.0,90,,70.0,90.0,,,,,,,,,,90.0,,100.0,,,,,,,,,,,,,
theatrhythm-final-bar-line,,,,,,,95.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,80.0,80.0,,,,,,,,,,,,,80,,,,80.0,75.0,,,90,,,100.0,90,,,,,,,,,,,85,,,80.0,,,90,,88,90,,,,,95,,,,90.0,,,,,,,,,,,,,,90.0,,90,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,80.0,,85.0,,,,,,,,100.0,90,,80,,,,,,90,70.0,,,80,,,,85,90.0,93.0,,,,,,,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,85.0,,,,,,,85.0,,,,,,,,,,,,
downwell,,,,,,100.0,,,,80,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,90,,,,80,90,,,,,,,,,,,,,,,90,,80.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diablo-iii-eternal-collection,,,90.0,80.0,90.0,90.0,,,100.0,,,85.0,100.0,,,90.0,90.0,,90.0,90,,95.0,,80.0,,,,,,,,90.0,85.0,,,,,,,90,85.0,90,,,90.0,,85,,,,,,,90,...,,,80,85,90.0,,90,85,90,80,,,,...,,80,,,85.0,89,86.0,87,90,,90.0,,,90,,85.0,,90.0,90,91.0,,,85,,90.0,,,,,80,90,90.0,,90,80.0,80,,,,50.0,,,,,,,,,,,80.0,,100.0,90.0,95.0,,,82.0,,,,,83.0,,,,,,,,,,,,,,,,90,,90.0,98,,,,,,,,,,,,,,,,80,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,
steamworld-dig-2,75.0,,,90.0,95.0,90.0,,,80.0,100,,,90.0,,,,,,,,,90.0,,,90.0,,,,90.0,,,90.0,89.0,,85,,,,,,,,,,,85,,,,,,,,85,,,,90,,90.0,85,90,90,88,80,,,,85,,,,,,,,89,90,85.0,92.0,,,95,,,,,82,,,,87,,,,,,,,,,,,90.0,,80.0,,,,,,,,,,,,82.0,,,90.0,100.0,90.0,,,,,,,,,90.0,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ikaruga,,,,,,,,,,,,,90.0,,,100.0,,100.0,90.0,,,,,,70.0,90.0,,,,,,90.0,,,,,,,,,85.0,,,,95.0,90,80,,,,,,,,,,,90,,70.0,,,,,90,,,,95,,,,,,92,,,,,80.0,,,80,,,90,,,,,,,,,90.0,,,,90,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,...,,,,,,,,,,,,,90,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cave-story-+,,,,,,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,90,,90.0,,,,,90,,,,,,,,,80.0,,,,,,92.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stardew-valley,,,,,,95.0,90.0,,,90,,,,,,,,,,,,,,,90.0,,,,,,,90.0,,,,,,,,,,,80,,,,87,,,,,,,,,,,90,,,,90,90,,80,,,,,,,,,,,,,,,90.0,,,90,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quake-remastered,,,,,,80.0,,,,90,,,,,,80.0,,,85.0,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuphead,,,,,,95.0,90.0,,,90,,,80.0,,,,,,95.0,,,,90,,,,,,,,,90.0,,,,,,,,,90.0,,90,,,,90,100.0,,,,,,,,,,90,90,100.0,,80,90,,80,,,,,,,,,87.0,,90.0,92,92,,80.0,,80.0,85,,,,90.0,90,86.0,,,,,,,,,,93,,90.0,,...,90.0,,,,,,,,,,,,,,,,,,91.0,70.0,,,,,,72.0,,,,,,,,,,,,,,,,80.0,,,90,,,90,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,90.0,,,80,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-stanley-parable-ultra-deluxe,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,80,,,,,,,,,,,,,,,,,,90.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,82.0,,,,,,,,90,,,,,90,65.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astral-chain,80.0,,90.0,,90.0,85.0,,80.0,100.0,90,,85.0,,100.0,,,90.0,,95.0,90,85.0,85.0,95,80.0,,80.0,100.0,70.0,,,,100.0,96.0,,100,,,,80,,91.0,,,,85.0,83,90,90.0,80,,95.0,,,90,...,,70.0,90,95,90.0,85,80,90,90,90,85,,90.0,90,90.0,,88.0,93,85.0,85,87.0,93,92,,100.0,,91.0,85,,75.0,80,95.0,90,,87.0,83.0,85,,90.0,90.0,,80.0,,90,80,80.0,80.0,80,90.0,80,80.0,,80.0,80.0,,...,,...,...,...,...,,,,90.0,,83.0,,,,94.0,,,86.0,,,80.0,,,,,80,,,,,,,,90.0,,,100,,,85,,,,100,,,,,,,,90,,,,80,,,90,,,,,,80.0,,,,,,95.0,,,,,,,88.0,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,
dragon-ball-fighterz,,,,,,80.0,,,,80,,,,,,,80.0,,,,,,,,90.0,,,,,,,90.0,,,,,,,80,,73.0,,,,93.0,92,,,,,,,,,,,,90,,,,90,,,,,,,,,,,,90.0,90,88.0,91,90,,80.0,,,90,,,,,90,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,90,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,
kentucky-route-zero-tv-edition,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,75,,,90,,,95.0,,,,,,,70.0,,,,,,85,...,,,90,,,,90,,80,,,,,,,83,,95,,,,,,,,90,,95,,,,,,,,,,,,,,90.0,,,,80.0,,90,80.0,,,,,,,...,,...,,,...,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guacamelee!-2,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,90.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80,90,80.0,,,90,,,,,,,,,,,,88,,,90,,90.0,,,90,,,,,,,,,,,80.0,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,90,,,86,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enter-the-gungeon,,,,,,90.0,,,,90,,,,,,,,,75.0,,,,,,90.0,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,100.0,,,,,,,90,,,,,80,,,,,,,,,,,,,,,,,100.0,,,85,,,,100.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,90,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-legend-of-zelda-links-awakening,75.0,,90.0,85.0,95.0,95.0,,80.0,,90,90.0,85.0,70.0,80.0,85.0,60.0,80.0,,85.0,80,90.0,85.0,95,85.0,90.0,100.0,,80.0,90.0,,,90.0,95.0,100.0,90,,,100,80,95,85.0,,,,,84,85,60.0,100,,100.0,,80,90,...,90.0,90.0,90,90,80.0,85,80,90,94,80,85,,90.0,90,,88,90.0,85,93.0,85,90.0,92,88,,90.0,91,85.0,85,,90.0,80,80.0,92,85.0,86.0,80.0,90,,90.0,80.0,,80.0,90,88,90,90.0,90.0,80,90.0,90,,...,90.0,80.0,...,...,,...,...,...,...,,90.0,,85.0,,91.0,,90.0,,96.0,90.0,,81.0,92.0,,80.0,90.0,,...,,80,,,,,,,,90.0,91.0,,90,,,92,,,,80,,,,,,,,80,,,,85,,,95,,,,,,75.0,,,,,,,,,100,,,,95.0,,,,,,,85.0,85,...,,,,,,,,,,90.0,,,,,,,,,,85.0,,,,,,,,,,,,,,,
super-mega-baseball-3,,,,,,90.0,,,,,,,,,,,86.0,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,80.0,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
